DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0385-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kasitu Sub County (Bundibugyo District),Heavy rains,,No,No,No,,,Km2,,,,2020,8,19,2020,8,19,1,,4000,,4000,,,,,,,84.9391981293886,"[{""adm1_code"":754,""adm1_name"":""Bundibugyo""}]",2020-08-27,2023-09-25
2020-0388-UGA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,UGA,Uganda,Sub-Saharan Africa,Africa,Arua District,,Flood|Lightening,No,No,No,,,Kph,,,,2020,8,25,2020,8,31,8,,8700,,8700,,,,,,,84.9391981293886,"[{""adm1_code"":1057,""adm1_name"":""Arua""}]",2020-08-28,2023-09-25
2020-0458-TZA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Ilala District, Msimbazi Valley, Kinondoni (Dar es Salaam Region)",Heavy rains,,No,No,No,,,Km2,,,Msimbazi River,2020,10,13,2020,10,15,12,,,,,,,,,,,84.9391981293886,"[{""adm1_code"":48358,""adm1_name"":""Dar-es-salaam""}]",2020-10-20,2023-09-25
2020-0487-SOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000232,Tropical cyclone 'Gati',SOM,Somalia,Sub-Saharan Africa,Africa,"Xaaf uun, Dul Xaaf uun, Dardaare, Garan, Baarmadowe, Hurdiya, Foocaar, Afdhicin, Haluula, Kurduush, Gumbax, Taageer , Xandha (Iskushuban district, Bari Province, Puntland state)",,Flood|Surge,No,No,No,,165,Kph,,,,2020,11,22,2020,11,23,9,,120000,,120000,,,,,,,84.9391981293886,"[{""adm2_code"":25665,""adm2_name"":""Iskushuban""}]",2020-11-24,2023-09-25
2020-0522-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Mbarara and Kasese Districts,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Kuruhe river,2020,11,21,2020,11,24,7,,2300,,2300,,,,,,,84.9391981293886,"[{""adm1_code"":3121,""adm1_name"":""Kasese""},{""adm1_code"":47086,""adm1_name"":""Mbarara""}]",2020-12-01,2023-09-25
2020-0564-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000203,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"South Gondar zone (Amhara Region); Afar, Gambella, Oromia, Somali, SNNPR",Heavy rains,,No,No,No,,,Km2,,,"Lake Tana, Gumera & Rib rivers",2020,6,,2020,9,,,,1010854,,1010854,,,,,,,84.9391981293886,"[{""adm2_code"":40801,""adm2_name"":""South Gonder""}]",2020-12-22,2023-09-25
2020-0577-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Albert lake,,,No,No,No,,,,,,,2020,12,23,2020,12,23,26,,21,,21,,,,,,,84.9391981293886,,2021-01-04,2023-09-25
2020-0607-SDN,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,Visceral Leishmaniasis (Kala-Azar) ,SDN,Sudan,Northern Africa,Africa,,,,No,No,No,,,Vaccinated,,,,2020,,,2020,12,,38,2137,,,2137,,,,,,,84.9391981293886,,2022-05-19,2023-09-25
2020-9609-KEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000054|GLIDE:DR-2021-000111,,KEN,Kenya,Sub-Saharan Africa,Africa,"Marsabit, Mandera, Garissa, Wajir, Kilifi, Tana River, Makueni, Lamu, Samburu, Kitui, Isiolo and Laikipia",Lack of rains,Food shortage,Yes,No,No,,,Km2,,,,2020,12,,2022,12,,,,4500000,,4500000,,,,,250000,294328,84.9391981293886,"[{""adm2_code"":51340,""adm2_name"":""Kilifi""},{""adm2_code"":51342,""adm2_name"":""Lamu""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51349,""adm2_name"":""Kitui""},{""adm2_code"":51351,""adm2_name"":""Makueni""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51384,""adm2_name"":""Laikipia""},{""adm2_code"":51389,""adm2_name"":""Samburu""}]",2021-03-16,2023-09-25
2020-9609-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000054|GLIDE:DR-2021-000111,,SOM,Somalia,Sub-Saharan Africa,Africa,"Gedo; Las Anod / Hudun and Taleb (Sool), Eilafwen (Sanaag), Odwein and Ainabo (Togdheer), Luqbaya / Zeila (Awdal) Somaliland state; Goldogo (Mudug); Ishkushuban (Bari), Puntland state; Nugaal; Galmudug, Jubaland, Puntland and South West states",,Famine,Yes,No,Yes,,,Km2,,,,2021,3,,2022,12,,,,7100000,,7100000,,,,,993000,1116615,88.9294934772074,"[{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2693,""adm1_name"":""Galgaduud""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2700,""adm1_name"":""Mudug""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm2_code"":25655,""adm2_name"":""Lughaye""},{""adm2_code"":25656,""adm2_name"":""Zeylac""},{""adm2_code"":25713,""adm2_name"":""Laasqoray""},{""adm2_code"":25714,""adm2_name"":""Ceel Afweyn""},{""adm2_code"":25715,""adm2_name"":""Ceerigaabo""},{""adm2_code"":25716,""adm2_name"":""Caynabo""},{""adm2_code"":25717,""adm2_name"":""Laas Caanood""},{""adm2_code"":25721,""adm2_name"":""Buuhoodle""}]",2021-03-16,2024-04-23
2021-0010-TZA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mtwara-Mikindani municipality (Mtwara Region),Heavy rains,,No,No,No,,,Km2,,,,2021,1,12,2021,1,15,1,,2000,,2000,,,,,,,88.9294934772074,"[{""adm2_code"":48451,""adm2_name"":""Mtwara Urban""}]",2021-01-19,2023-09-25
2021-0060-UGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,UGA,Uganda,Sub-Saharan Africa,Africa,Near Kasese,,,No,No,No,,,,,,,2021,2,2,2021,2,2,32,5,,,5,,,,,,,88.9294934772074,,2021-02-05,2023-09-25
2021-0136-SSD,No,tec-tra-air-air,Technological,Transport,Air,Air,,Commercial plane,SSD,South Sudan,Sub-Saharan Africa,Africa,Pieri (Jonglei state),,,No,No,No,,,,,,,2021,3,2,2021,3,2,10,,,,,,,,,,,88.9294934772074,,2021-03-15,2023-09-25
2021-0177-TZA,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Crush in a stadium,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Dar es Salam,,,No,No,No,,,,,,,2021,3,21,2021,3,21,45,37,,,37,,,,,,,88.9294934772074,,2021-04-08,2023-09-25
2021-0196-DJI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,DJI,Djibouti,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2021,4,12,2021,4,12,34,,,,,,,,,,,88.9294934772074,,2021-04-13,2023-09-25
2021-0227-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000038,,KEN,Kenya,Sub-Saharan Africa,Africa,"Tana River, Busia, Kisumu, Garissa, Marsabit, Homa Bay, Migori, Narok, Siaya, Nairobi, Elgeyo-Marakwet, Siaya, Baringo, Taita Taveta, Nakuru Counties","""Long Rains"" season",,No,No,No,,,Km2,,,"Endau, River Kipsangui, Tana rivers",2021,4,7,2021,5,30,9,,300000,,300000,,,,,,,88.9294934772074,"[{""adm1_code"":51328,""adm1_name"":""Nairobi""},{""adm2_code"":51345,""adm2_name"":""Taita Taveta""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51368,""adm2_name"":""Homa Bay""},{""adm2_code"":51369,""adm2_name"":""Kisumu""},{""adm2_code"":51371,""adm2_name"":""Migori""},{""adm2_code"":51375,""adm2_name"":""Siaya""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51381,""adm2_name"":""Keiyo""},{""adm2_code"":51385,""adm2_name"":""Marakwet""},{""adm2_code"":51386,""adm2_name"":""Nakuru""},{""adm2_code"":51388,""adm2_name"":""Narok""},{""adm2_code"":51396,""adm2_name"":""Busia""}]",2021-04-29,2023-09-25
2021-0228-BDI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,"Bugarama, Kanyenkoko, Muhuta, Nyanza-Lac, Gatumba, Rukaramu, Kibenga, Gisyo, Kabondo",Heavy rains,,No,No,Yes,,,Km2,,,,2021,4,12,2021,5,20,,,47362,,47362,,,,,,,88.9294934772074,"[{""adm2_code"":40577,""adm2_name"":""Rohero""},{""adm2_code"":40580,""adm2_name"":""Bugarama""},{""adm2_code"":40586,""adm2_name"":""Muhuta""},{""adm2_code"":40589,""adm2_name"":""Mutimbuzi""},{""adm2_code"":40631,""adm2_name"":""Gatara""},{""adm2_code"":40633,""adm2_name"":""Kayanza""},{""adm2_code"":40650,""adm2_name"":""Nyanza-Lac""}]",2021-04-29,2023-09-25
2021-0239-SOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SOM,Somalia,Sub-Saharan Africa,Africa,"Hirshabelle, Somaliland, Puntland, South West, Galmudung, Jubaland, Banadir Region, including Mogadishu",Heavy rains,,No,No,No,,,Km2,,,Shabelle and the Juba Rivers,2021,5,1,2021,5,31,25,,400000,,400000,,,,,,,88.9294934772074,"[{""adm1_code"":2688,""adm1_name"":""Awdal""},{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2692,""adm1_name"":""Banadir""},{""adm1_code"":2693,""adm1_name"":""Galgaduud""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2695,""adm1_name"":""Hiraan""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2699,""adm1_name"":""Shabelle Dhexe""},{""adm1_code"":2700,""adm1_name"":""Mudug""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm1_code"":2702,""adm1_name"":""Sanaag""},{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]",2021-05-10,2023-09-25
2021-0240-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Butaleja District (Eastern Region); the Northern Region,Heavy rains,,No,No,No,,,Km2,,,Manafwa and the Nakwasi Rivers,2021,5,6,2021,5,10,1,,75000,,75000,,,,,,,88.9294934772074,"[{""adm1_code"":743,""adm1_name"":""Abim""},{""adm1_code"":744,""adm1_name"":""Amudat""},{""adm1_code"":745,""adm1_name"":""Amuru""},{""adm1_code"":746,""adm1_name"":""Apac""},{""adm1_code"":763,""adm1_name"":""Kitgum""},{""adm1_code"":764,""adm1_name"":""Kole""},{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":767,""adm1_name"":""Lamwo""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm1_code"":773,""adm1_name"":""Nakapiripirit""},{""adm1_code"":775,""adm1_name"":""Napak""},{""adm1_code"":776,""adm1_name"":""Nebbi""},{""adm1_code"":780,""adm1_name"":""Maracha""},{""adm1_code"":781,""adm1_name"":""Otuke""},{""adm1_code"":782,""adm1_name"":""Oyam""},{""adm1_code"":783,""adm1_name"":""Pader""},{""adm1_code"":787,""adm1_name"":""Zombo""},{""adm1_code"":789,""adm1_name"":""Dokolo""},{""adm1_code"":790,""adm1_name"":""Agago""},{""adm1_code"":852,""adm1_name"":""Alebtong""},{""adm1_code"":1057,""adm1_name"":""Arua""},{""adm1_code"":1089,""adm1_name"":""Gulu""},{""adm1_code"":1364,""adm1_name"":""Nwoya""},{""adm1_code"":1370,""adm1_name"":""Lira""},{""adm1_code"":3104,""adm1_name"":""Adjumani""},{""adm1_code"":3136,""adm1_name"":""Moyo""},{""adm1_code"":42201,""adm1_name"":""Yumbe""},{""adm1_code"":47067,""adm1_name"":""Amolatar""},{""adm1_code"":47071,""adm1_name"":""Butaleja""},{""adm1_code"":47074,""adm1_name"":""Kaabong""},{""adm1_code"":47080,""adm1_name"":""Koboko""}]",2021-05-10,2023-09-25
2021-0281-KEN,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2021-000047,Dengue,KEN,Kenya,Sub-Saharan Africa,Africa,Mombasa and Lamu provinces,,,No,No,No,,,Vaccinated,,,,2021,3,,2021,4,,,,1352253,,1352253,,,,,,,88.9294934772074,"[{""adm2_code"":51342,""adm2_name"":""Lamu""},{""adm2_code"":51344,""adm2_name"":""Mombasa""}]",2021-05-20,2023-09-25
2021-0282-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000049,,RWA,Rwanda,Sub-Saharan Africa,Africa,Gicumbi and Burera Districts (Northern province); Kayonza District (Eastern province),,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2021,4,28,2021,5,2,,,6500,,6500,,,,,,,88.9294934772074,"[{""adm2_code"":21984,""adm2_name"":""Kayonza""},{""adm2_code"":21975,""adm2_name"":""Burera""},{""adm2_code"":21979,""adm2_name"":""Gicumbi""}]",2021-05-20,2023-09-25
2021-0283-TZA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),GLIDE:TC-2021-000036,Tropical storm 'Jobo',TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kilimanjaro, Kagera, Shinyanga, Mbeya, Dar es Salaam,Pwani, Lindi ,and Mtwara, Manyara, Zanzibar Isl, Morogoro",,Flood,No,No,No,,,Kph,,,,2021,4,24,2021,4,26,,,30001,,30001,,,,,,,88.9294934772074,"[{""adm1_code"":48358,""adm1_name"":""Dar-es-salaam""},{""adm1_code"":48363,""adm1_name"":""Kilimanjaro""},{""adm1_code"":48364,""adm1_name"":""Lindi""},{""adm1_code"":48365,""adm1_name"":""Manyara""},{""adm1_code"":48367,""adm1_name"":""Mbeya""},{""adm1_code"":48368,""adm1_name"":""Morogoro""},{""adm1_code"":48369,""adm1_name"":""Mtwara""},{""adm1_code"":48372,""adm1_name"":""Kaskazini Unguja""},{""adm1_code"":48373,""adm1_name"":""Pwani""},{""adm1_code"":48379,""adm1_name"":""Kusini Unguja""},{""adm1_code"":48382,""adm1_name"":""Mjini Magharibi""},{""adm1_code"":115004,""adm1_name"":""Kagera""},{""adm1_code"":115009,""adm1_name"":""Shinyanga""}]",2021-05-20,2023-09-25
2021-0284-RWA,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Nyiragongo,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gisenyi, Rugerero, Rubavu and Nyamyumba (Rubavu district)",Seismic acitivities,Earthquake,No,No,No,,,,,,,2021,5,22,2021,5,23,,,11625,1740,13365,,,,,,,88.9294934772074,"[{""adm2_code"":21998,""adm2_name"":""Rubavu""}]",2021-07-09,2023-09-25
2021-0286-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Kilembe Town (Kasese District, Western Region)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,5,23,2021,5,23,3,1,133,,134,,,,,,,88.9294934772074,"[{""adm1_code"":3121,""adm1_name"":""Kasese""}]",2021-05-25,2023-09-25
2021-0343-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,,No,No,No,,,Km2,,,Shabelle River,2021,5,1,2021,5,31,16,,,,,,,,,,,88.9294934772074,,2021-06-24,2023-09-25
2021-0362-SDN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,SDN,Sudan,Northern Africa,Africa,Um Rakuba and Tunaydbah (East Soudan),,,No,No,No,,,Kph,,,,2021,6,,2021,6,,,,16000,,16000,,,,,,,88.9294934772074,"[{""adm2_code"":37049,""adm2_name"":""Al Galabat""},{""adm2_code"":37050,""adm2_name"":""Al Rahd""}]",2021-06-30,2023-09-25
2021-0421-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,Tanker,KEN,Kenya,Sub-Saharan Africa,Africa,Siaya county,,,No,No,No,,,,,,,2021,7,18,2021,7,18,13,,,,,,,,,,,88.9294934772074,,2021-07-19,2023-09-25
2021-0473-SDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SDN,Sudan,Northern Africa,Africa,"Gedaref, North Kordofan, River Nile, South Darfur, South Kordofan, West Darfur, Sennar, Blue Nile, White Nile, Aj Jazirah, Khartoum, West Kordofan",Torrential rains,,No,No,No,,,Km2,,,Blue Nile River,2021,7,20,2021,9,24,52,45,303000,,303045,,,,,,,88.9294934772074,"[{""adm1_code"":2745,""adm1_name"":""Al Jazeera""},{""adm1_code"":2749,""adm1_name"":""Blue Nile""},{""adm1_code"":2753,""adm1_name"":""Khartoum""},{""adm1_code"":2761,""adm1_name"":""Nile""},{""adm1_code"":2762,""adm1_name"":""Sennar""},{""adm1_code"":2764,""adm1_name"":""Southern Darfur""},{""adm1_code"":2769,""adm1_name"":""Western Darfur""},{""adm1_code"":2770,""adm1_name"":""White Nile""},{""adm1_code"":4150,""adm1_name"":""Southern Kordofan""},{""adm1_code"":68784,""adm1_name"":""Northern Kordofan""},{""adm1_code"":68805,""adm1_name"":""Gadaref""}]",2021-08-09,2023-09-25
2021-0481-SSD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000108,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Mayendit County (Unity); Ayod, Fangak Counties (Jonglei), Northern Bahr el Ghazal, Upper Nile, Warrap, Western Equatoria states",Heavy rains,,No,No,No,,,Km2,,,"Nile, Lol and Sobat rivers",2021,5,,2021,10,7,7,,835000,,835000,,,,,,,88.9294934772074,"[{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""},{""adm2_code"":37052,""adm2_name"":""Ayod""},{""adm2_code"":37054,""adm2_name"":""Fam Al Zaraf""}]",2021-08-11,2023-09-25
2021-0637-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000153,,UGA,Uganda,Sub-Saharan Africa,Africa,"Sironko, Kapchorwa, Mbale, Kween, Kasese, Oyam, Koboko, Yumbe, Katakwi, Bukedea, Arua, Kibaale, Ibanda, Apac, Kabaale, Zombo, Kapelebyong districts",Heavy rains,"Hail|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,9,17,2021,9,22,1,72,41661,597,42330,,,,,,,88.9294934772074,"[{""adm1_code"":746,""adm1_name"":""Apac""},{""adm1_code"":761,""adm1_name"":""Kapchorwa""},{""adm1_code"":766,""adm1_name"":""Kween""},{""adm1_code"":782,""adm1_name"":""Oyam""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":787,""adm1_name"":""Zombo""},{""adm1_code"":788,""adm1_name"":""Bukedea""},{""adm1_code"":1057,""adm1_name"":""Arua""},{""adm1_code"":3115,""adm1_name"":""Kabale""},{""adm1_code"":3121,""adm1_name"":""Kasese""},{""adm1_code"":3123,""adm1_name"":""Kibaale""},{""adm1_code"":42201,""adm1_name"":""Yumbe""},{""adm1_code"":47072,""adm1_name"":""Ibanda""},{""adm1_code"":47078,""adm1_name"":""Katakwi""},{""adm1_code"":47080,""adm1_name"":""Koboko""},{""adm1_code"":47085,""adm1_name"":""Mbale""},{""adm2_code"":28442,""adm2_name"":""Kapelebyong""}]",2021-09-29,2023-09-25
2021-0781-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2021,12,4,2021,12,4,31,,,,,,,,,,,88.9294934772074,,2021-12-06,2023-09-25
2021-0783-BDI,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Jail,BDI,Burundi,Sub-Saharan Africa,Africa,Gitega,,,No,No,No,,,,,,,2021,12,7,2021,12,7,38,69,,,69,,,,,,,88.9294934772074,,2021-12-08,2023-09-25
2021-0848-SDN,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,Visceral Leishmaniasis (Kala-Azar) ,SDN,Sudan,Northern Africa,Africa,,,,No,No,No,,,Vaccinated,,,,2021,,,2021,12,,69,2973,,,2973,,,,,,,88.9294934772074,,2022-05-19,2023-09-25
2021-9546-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000121,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Tigray, Afar and Amhara",,Food shortage,Yes,No,No,,,Km2,,,,2021,5,,2022,2,,,,6800000,,6800000,,,,,,,88.9294934772074,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1237,""adm1_name"":""Tigray""}]",2021-08-27,2023-09-25
2021-9639-SSD,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000065,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Aweil South (Northern Bahr el Gazzal State), Aweil East (Northern Bahr el Gazzal State), Gogrial West (Warrap State); Tonj South (Warrap State):",,Food shortage,No,No,No,,,Km2,,,,2021,,,2022,11,,,,7723670,,7723670,,,,,,,88.9294934772074,"[{""adm2_code"":37077,""adm2_name"":""Aweil""},{""adm2_code"":37127,""adm2_name"":""Gogrial""},{""adm2_code"":37129,""adm2_name"":""Tonj""}]",2021-09-29,2023-09-25
2021-9848-TZA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2022-000112,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Handeni, Longido, Mkinga, and Monduli",Prolonged periods of dry spells,Food shortage,No,No,No,,,Km2,,,,2021,11,,2022,12,,,,2100000,,2100000,,,,,,,88.9294934772074,"[{""adm2_code"":115037,""adm2_name"":""Monduli""},{""adm2_code"":115121,""adm2_name"":""Longido""},{""adm2_code"":115085,""adm2_name"":""Handeni""},{""adm2_code"":115105,""adm2_name"":""Mkinga""},{""adm2_code"":115110,""adm2_name"":""Handeni Township Authority""}]",2022-04-20,2024-04-23
2022-0005-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Zanzibar,,,No,No,No,,,,,,,2022,1,4,2022,1,4,10,,15,,15,,,,,,,96.0463421255491,,2022-01-05,2023-09-25
2022-0018-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mwanza,,,No,No,No,,,,,,,2022,1,11,2022,1,11,14,,,,,,,,,,,96.0463421255491,,2022-01-12,2023-09-25
2022-0053-UGA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Nyarusiza, Muramba and Bunagana (Kisoro District)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,1,24,2022,1,27,9,,1500,,1500,,,,,,,96.0463421255491,"[{""adm1_code"":3125,""adm1_name"":""Kisoro""}]",2022-01-27,2023-09-25
2022-0055-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Rubavu, Nyabihu, Ngorero, Muhanga, Huye, Rusizi and Gisagara",,Lightening|Storm,No,No,No,,,Km2,,,,2022,1,1,2022,1,27,15,37,750,,787,,,,,,,96.0463421255491,"[{""adm2_code"":21980,""adm2_name"":""Gisagara""},{""adm2_code"":21981,""adm2_name"":""Huye""},{""adm2_code"":21987,""adm2_name"":""Muhanga""},{""adm2_code"":21990,""adm2_name"":""Ngororero""},{""adm2_code"":21991,""adm2_name"":""Nyabihu""},{""adm2_code"":21998,""adm2_name"":""Rubavu""},{""adm2_code"":22001,""adm2_name"":""Rusizi""}]",2022-01-27,2023-09-25
2022-0160-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Melela Kibaoni,,,No,No,No,,,,,,,2022,3,18,2022,3,18,23,37,,,37,,,,,,,96.0463421255491,,2022-03-23,2023-09-25
2022-0191-SOM,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:FR-2022-000191,Waheen open market,SOM,Somalia,Sub-Saharan Africa,Africa,Hargeisa,,,No,No,No,,,,,,,2022,4,1,2022,4,2,,28,12000,,12028,,,,,1750000,1822037,96.0463421255491,,2022-04-05,2023-09-25
2022-0232-RWA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Nyamasheke, Kicukiro, Gasabo, Ngororero, Kayonza districts",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,4,23,2022,4,24,11,13,,500,513,,,,,,,96.0463421255491,"[{""adm2_code"":21984,""adm2_name"":""Kayonza""},{""adm2_code"":21977,""adm2_name"":""Gasabo""},{""adm2_code"":21985,""adm2_name"":""Kicukiro""},{""adm2_code"":21990,""adm2_name"":""Ngororero""},{""adm2_code"":21994,""adm2_name"":""Nyamasheke""}]",2022-04-26,2023-09-25
