eventtype,eventid,episodeid,eventname,glide,name,description,htmldescription,icon,iconoverall,url,alertlevel,alertscore,episodealertlevel,episodealertscore,istemporary,iscurrent,country,fromdate,todate,datemodified,iso3,source,sourceid,polygonlabel,Class,affectedcountries,severitydata,geometry,
FL,3968,253,,FL-2012-000150-SDN,Flood in South Sudan,Flood in South Sudan,ORANGE Flood in South Sudan from: 01 Aug 2012 00 to: 29 Aug 2012 23.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=3968&episodeid=253"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=3968&episodeid=253&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=3968"" }",ORANGE,2,Orange,2,FALSE,FALSE,South Sudan,01/08/2012,29/08/2012 23:59,29/08/2012 23:59,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""SSD"", ""countryname"": ""South Sudan"" } ]","{ ""severity"": 7.2999999999999998, ""severitytext"": ""Magnitude 7.30"", ""severityunit"": """" }",POINT (30.218 9.691),
FL,1102258,1,,,Flood in Somalia,Flood in Somalia,Orange Flood in Somalia from: 04 Oct 2023 01 to: 06 Dec 2023 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102258&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102258&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102258"" }",Orange,2,Orange,1.5,FALSE,FALSE,Somalia,04/10/2023 01:00,06/12/2023 01:00,12/12/2023 10:06,SOM,GLOFAS,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (49.083416 8.3676771)
FL,1101908,1,,FL-2023-000057-SOM,Flood in Somalia,Flood in Somalia,Orange Flood in Somalia from: 20 Mar 2023 01 to: 14 Apr 2023 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1101908&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1101908&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1101908"" }",Orange,2,Orange,1.5,FALSE,FALSE,Somalia,20/03/2023 01:00,14/04/2023 01:00,05/06/2023 13:20,SOM,GLOFAS,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (42.2849308 2.3372449)
TC,1000746,9,GATI-20,TC-2020-000232-SOM,Tropical Cyclone GATI-20,Tropical Cyclone GATI-20,Orange Tropical Cyclone GATI-20 in Somalia from: 21 Nov 2020  to: 23 Nov 2020 .,https://www.gdacs.org/images/gdacs_icons/maps/Green/TC.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/TC.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=TC&eventid=1000746&episodeid=9"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1000746&episodeid=9&eventtype=TC"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=TC&eventid=1000746"" }",Orange,2,Green,1,FALSE,FALSE,Somalia,21/11/2020 18:00,23/11/2020 18:00,06/07/2022 07:55,SOM,JTWC,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 185.184, ""severitytext"": ""Tropical Depression (maximum wind speed of 185 km\/h)"", ""severityunit"": ""km\/h"" }",POINT (47.5 11.9)
FL,1100479,1,Somalia,,Flood in Somalia,Flood in Somalia,Orange Flood in Somalia from: 21 May 2020 14 to: 29 May 2020 14.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1100479&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1100479&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1100479"" }",Orange,2,Orange,1.5,FALSE,FALSE,Somalia,21/05/2020 14:00,29/05/2020 14:00,28/05/2020 16:04,SOM,GLOFAS,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (45.338564 2.042778)
FL,1100450,1,Somalia,,Flood in Somalia,Flood in Somalia,Orange Flood in Somalia from: 20 Apr 2020 00 to: 20 Apr 2020 00.,https://www.gdacs.org/images/gdacs_icons/maps/Green/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1100450&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1100450&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1100450"" }",Orange,2,Green,0.5,FALSE,FALSE,Somalia,20/04/2020 00:00,20/04/2020 00:00,30/04/2020 16:07,SOM,GLOFAS,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (42.0756619 0.515005)
FL,1100240,1,Somalia,,Flood in Somalia,Flood in Somalia,Orange Flood in Somalia from: 20 Oct 2019 00 to: 20 Oct 2019 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1100240&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1100240&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1100240"" }",Orange,2,Orange,1.5,FALSE,FALSE,Somalia,20/10/2019 00:00,20/10/2019 00:00,08/11/2019 13:21,SOM,GLOFAS,,Centroid,Point_Centroid,,"[ { ""iso3"": ""SOM"", ""countryname"": ""Somalia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (49.6873486313978 7.98751735)
FL,1672,1,,,Flood in Southern SomaliaåÊ,Flood in Southern SomaliaåÊ,ORANGE Flood in Southern Somalia from: 20 Nov 2000 00 to: 20 Nov 2000 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1672&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1672&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1672"" }",ORANGE,2,Orange,2,FALSE,FALSE,Southern SomaliaåÊ,20/11/2000 00:00,20/11/2000 00:00,20/11/2000 00:00,   ,DFO,,Centroid,Point_Centroid,,[ ],"{ ""severity"": 5.75, ""severitytext"": ""Magnitude 5.75"", ""severityunit"": """" }",POINT (42.267 -0.058)
FL,1101977,1,,FL-2023-000064-RWA,Flood in Rwanda,Flood in Rwanda,Orange Flood in Rwanda from: 01 May 2023 01 to: 03 May 2023 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1101977&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1101977&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1101977"" }",Orange,2,Orange,1.5,FALSE,FALSE,Rwanda,01/05/2023 01:00,03/05/2023 01:00,15/05/2023 15:15,RWA,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""RWA"", ""countryname"": ""Rwanda"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (29.9269776 -1.5809699),
EQ,34688,34697,,,Earthquake in Rwanda,Earthquake in Rwanda,Orange M 5.4 Earthquake in Rwanda at: 14 Feb 2008 02:07:04.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=34688&episodeid=34697"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=34688&episodeid=34697&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=34688"" }",Orange,2,Orange,1.212360762,FALSE,FALSE,Rwanda,14/02/2008 02:07,14/02/2008 02:07,10/02/2017 23:14,RWA,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""RWA"", ""countryname"": ""Rwanda"" } ]","{ ""severity"": 5.4000000000000004, ""severitytext"": ""Magnitude 5.4M, Depth:10km"", ""severityunit"": ""M"" }",POINT (28.88 -2.42),
EQ,1840,1850,,,Earthquake in Rwanda,Earthquake in Rwanda,Orange M 5.2 Earthquake in Rwanda at: 20 Mar 2003 06:15:20.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=1840&episodeid=1850"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1840&episodeid=1850&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=1840"" }",Orange,2,Orange,1.000118935,FALSE,FALSE,Rwanda,20/03/2003 06:15,20/03/2003 06:15,07/02/2017 12:33,RWA,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""RWA"", ""countryname"": ""Rwanda"" } ]","{ ""severity"": 5.2000000000000002, ""severitytext"": ""Magnitude 5.2M, Depth:10km"", ""severityunit"": ""M"" }",POINT (29.47 -2.42),
FL,1102604,1,,FL-2024-000065-KEN,Flood in Kenya,Flood in Kenya,Orange Flood in Kenya from: 12 Apr 2024 18 to: 06 May 2024 18.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102604&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102604&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102604"" }",Orange,2,Orange,1.5,FALSE,FALSE,Kenya,12/04/2024 18:00,06/05/2024 18:00,06/05/2024 16:00,KEN,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (36.8172449 -1.2832533),
FL,1102288,1,,FL-2023-000225-KEN,Flood in Kenya,Flood in Kenya,Orange Flood in Kenya from: 23 Oct 2023 01 to: 06 Dec 2023 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102288&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102288&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102288"" }",Orange,2,Orange,1.5,FALSE,FALSE,Kenya,23/10/2023 01:00,06/12/2023 01:00,05/12/2023 16:32,KEN,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (38.4313975 1.4419683),
FL,1100433,3,Kenya,,Flood in Kenya,Flood in Kenya,Orange Flood in Kenya from: 18 Apr 2020 00 to: 29 Apr 2020 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1100433&episodeid=3"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1100433&episodeid=3&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1100433"" }",Orange,2,Orange,1.5,FALSE,FALSE,Kenya,18/04/2020 00:00,29/04/2020 00:00,27/05/2020 09:04,KEN,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (35.5977228218592 2.76556575),
DR,1013021,10, Eastern Africa-2019,,Drought in Kenya,Drought in Kenya,Red Drought in Kenya from: 21 Feb 2019  to: 16 Jul 2019 .,https://www.gdacs.org/images/gdacs_icons/maps/Red/DR.png,https://www.gdacs.org/images/gdacs_icons/maps/Red/DR.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=DR&eventid=1013021&episodeid=10"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1013021&episodeid=10&eventtype=DR"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=DR&eventid=1013021"" }",Red,3,Red,2,FALSE,FALSE,Kenya,21/02/2019 00:00,16/07/2019 15:27,25/02/2020 14:02,KEN,GDO,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 49202, ""severitytext"": ""Severe impact for agricultural drought in 49202 km2"", ""severityunit"": ""km2"" }",POINT (37.752 1.249),
DR,1012703,4, South Sudan - Uganda - Kenya-2018,,"Drought in Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda","Drought in Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda","Orange Drought in Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda from: 21 Oct 2018  to: 30 Dec 2018 .",https://www.gdacs.org/images/gdacs_icons/maps/Orange/DR.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/DR.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=DR&eventid=1012703&episodeid=4"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1012703&episodeid=4&eventtype=DR"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=DR&eventid=1012703"" }",Orange,2,Orange,1.5,FALSE,FALSE,"Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda",21/10/2018 00:00,30/12/2018 14:05,26/02/2019 09:21,COD,GDO,,Centroid,Point_Centroid,"[ { ""iso3"": ""CAF"", ""countryname"": ""Central African Republic"" }, { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" }, { ""iso3"": ""SSD"", ""countryname"": ""South Sudan"" }, { ""iso3"": ""UGA"", ""countryname"": ""Uganda"" } ]","{ ""severity"": 331753, ""severitytext"": ""Medium impact for agricultural drought in 331753 km2"", ""severityunit"": ""km2"" }",POINT (30.911 3.637),
FL,4317,2,,,Flood in Kenya,Flood in Kenya,Orange Flood in Kenya from: 01 Dec 2015 00 to: 06 Jan 2016 23.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=4317&episodeid=2"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=4317&episodeid=2&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=4317"" }",Orange,2,Orange,2,FALSE,FALSE,Kenya,01/12/2015 00:00,06/01/2016 23:59,06/01/2016 23:59,,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 6.7599999999999998, ""severitytext"": ""Magnitude 6.76"", ""severityunit"": """" }",POINT (39.513 -2.036),
FL,3881,249,,,Flood in Kenya,Flood in Kenya,ORANGE Flood in Kenya from: 29 Nov 2011 00 to: 22 Dec 2011 23.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=3881&episodeid=249"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=3881&episodeid=249&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=3881"" }",ORANGE,2,Orange,2,FALSE,FALSE,Kenya,29/11/2011 00:00,22/12/2011 23:59,22/12/2011 23:59,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 5.5499999999999998, ""severitytext"": ""Magnitude 5.55"", ""severityunit"": """" }",POINT (36.116 0.385),
FL,2979,1,,FL-2006-000161-SOM,Flood in Kenya,Flood in Kenya,ORANGE Flood in Kenya from: 23 Oct 2006 00 to: 23 Oct 2006 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2979&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2979&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2979"" }",ORANGE,2,Orange,2,FALSE,FALSE,Kenya,23/10/2006 00:00,23/10/2006 00:00,23/10/2006 00:00,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 7.8499999999999996, ""severitytext"": ""Magnitude 7.85"", ""severityunit"": """" }",POINT (39.722 0.782),
EQ,2908,2915,,,Earthquake in Kenya,Earthquake in Kenya,Orange M 4.7 Earthquake in Kenya at: 14 Jun 2003 03:10:00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=2908&episodeid=2915"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2908&episodeid=2915&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=2908"" }",Orange,2,Orange,1.5,FALSE,FALSE,Kenya,14/06/2003 03:10,14/06/2003 03:10,07/02/2017 14:33,KEN,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 4.7000000000000002, ""severitytext"": ""Magnitude 4.7M, Depth:0km"", ""severityunit"": ""M"" }",POINT (39.3 -3.63),
FL,2213,1,,,Flood in Kenya,Flood in Kenya,RED Flood in Kenya from: 21 Apr 2003 00 to: 04 Jun 2003 23.,https://www.gdacs.org/images/gdacs_icons/maps/RED/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/RED/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2213&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2213&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2213"" }",RED,3,RED,3,FALSE,FALSE,Kenya,21/04/2003 00:00,04/06/2003 23:59,04/06/2003 23:59,,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""KEN"", ""countryname"": ""Kenya"" } ]","{ ""severity"": 7.3200000000000003, ""severitytext"": ""Magnitude 7.32"", ""severityunit"": """" }",POINT (35.198 -0.139),
FL,1102637,1,,,Flood in Ethiopia,Flood in Ethiopia,Orange Flood in Ethiopia from: 29 Apr 2024 01 to: 01 May 2024 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102637&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102637&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102637"" }",Orange,2,Orange,1.5,FALSE,FALSE,Ethiopia,29/04/2024 01:00,01/05/2024 01:00,21/05/2024 06:22,ETH,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (35.8239985 8.9901969),
FL,1102308,1,,FL-2023-000229-ETH,Flood in Ethiopia,Flood in Ethiopia,Orange Flood in Ethiopia from: 01 Nov 2023 01 to: 06 Dec 2023 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102308&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102308&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102308"" }",Orange,2,Orange,1.5,FALSE,FALSE,Ethiopia,01/11/2023 01:00,06/12/2023 01:00,06/12/2023 15:00,ETH,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (43.5360531 7.2629844),
FL,1101733,1,,FL-2022-000359-ETH,Flood in Ethiopia,Flood in Ethiopia,Orange Flood in Ethiopia from: 01 Aug 2022 01 to: 08 Nov 2022 01.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1101733&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1101733&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1101733"" }",Orange,2,Orange,1.5,FALSE,FALSE,Ethiopia,01/08/2022 01:00,08/11/2022 01:00,10/11/2022 12:00,ETH,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (34.5877344 8.2503656),
EQ,105841,105841,,,Earthquake in Ethiopia,Earthquake in Ethiopia,Orange M 5 Earthquake in Ethiopia at: 19 Mar 2011 20:08:11.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=105841&episodeid=105841"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=105841&episodeid=105841&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=105841"" }",Orange,2,Orange,1.052698437,FALSE,FALSE,Ethiopia,19/03/2011 20:08,19/03/2011 20:08,17/02/2017 07:31,ETH,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5, ""severitytext"": ""Magnitude 5M, Depth:14.9km"", ""severityunit"": ""M"" }",POINT (38.4991 6.6798),
EQ,101201,101211,,,Earthquake in Ethiopia,Earthquake in Ethiopia,Orange M 5.2 Earthquake in Ethiopia at: 19 Dec 2010 12:14:23.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=101201&episodeid=101211"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=101201&episodeid=101211&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=101201"" }",Orange,2,Orange,1.464337932,FALSE,FALSE,Ethiopia,19/12/2010 12:14,19/12/2010 12:14,16/02/2017 14:43,ETH,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5.2000000000000002, ""severitytext"": ""Magnitude 5.2M, Depth:1km"", ""severityunit"": ""M"" }",POINT (37.81 7.54),
